303,190.8,194.2,22.6,0.2,4.6,55.4,0.6
200.6,157.6,134.8,18.6,0,8.6,17.4,0.2
98.4,60.6,191.2,15.6,0.2,10.2,28.2,0.6
177.4,284.6,104,23,0,3.2,21.2,0.6
